19:35:21.667 [main] DEBUG o.g.i.r.i.inet.TcpOutgoingConnector - Attempting to connect to [357bde55-8786-4b7b-af7d-ae812a9d94fc port:46025, addresses:[/127.0.0.1]].
19:35:21.669 [main] DEBUG o.g.i.r.i.inet.TcpOutgoingConnector - Trying to connect to address /127.0.0.1.
19:35:21.672 [main] DEBUG o.g.i.r.i.inet.TcpOutgoingConnector - Connected to address /127.0.0.1:46025.
19:35:21.683 [main] DEBUG o.g.p.i.w.c.ActionExecutionWorker - Starting Gradle Test Executor 1.
19:35:21.685 [Test worker] INFO  o.g.a.i.t.testing.worker.TestWorker - Gradle Test Executor 1 started executing tests.
19:35:21.714 [Test worker] DEBUG o.g.a.i.t.t.j.AbstractJUnitTestClassProcessor - Executing test class Test_Repo_Account.Tests
19:35:21.715 [Test worker] DEBUG o.g.a.i.t.t.j.AbstractJUnitTestClassProcessor - Executing test class Test_Repo_Clients.Tests
19:35:21.715 [Test worker] DEBUG o.g.a.i.t.t.j.AbstractJUnitTestClassProcessor - Executing test class Test_Repo_Reservation.Tests
19:35:21.715 [Test worker] DEBUG o.g.a.i.t.t.j.AbstractJUnitTestClassProcessor - Executing test class Test_Repo_Trip.Tests
19:35:21.813 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Adding new account: Entity{id={2, password123}}
19:35:21.814 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:21.814 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:21.814 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:21.985 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account added successfully with client ID: 2
19:35:21.987 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Deleting account: Entity{id={2, password123}}
19:35:21.988 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:21.988 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:21.988 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.009 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account deleted successfully: Entity{id={2, password123}}
19:35:22.018 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Adding new account: Entity{id={2, password123}}
19:35:22.018 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.018 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.019 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.034 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account added successfully with client ID: 2
19:35:22.035 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Finding account with client ID: 2
19:35:22.035 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.036 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.036 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.052 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account found: Entity{id={2, password123}}
19:35:22.053 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Deleting account: Entity{id={2, password123}}
19:35:22.053 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.053 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.053 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.066 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account deleted successfully: Entity{id={2, password123}}
19:35:22.069 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Adding new account: Entity{id={2, password123}}
19:35:22.069 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.069 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.069 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.089 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account added successfully with client ID: 2
19:35:22.090 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Deleting account: Entity{id={2, password123}}
19:35:22.091 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.091 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.091 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.105 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account deleted successfully: Entity{id={2, password123}}
19:35:22.106 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Finding account with client ID: 2
19:35:22.106 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.106 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.106 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.120 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - No account found with client ID: 2
19:35:22.123 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Adding new account: Entity{id={2, password123}}
19:35:22.123 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.123 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.124 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.141 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account added successfully with client ID: 2
19:35:22.141 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Updating account: Entity{id={2, password123}}
19:35:22.141 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.141 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.141 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.153 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account updated successfully: Entity{id={2, password123}}
19:35:22.154 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Deleting account: Entity{id={2, password123}}
19:35:22.154 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.154 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.154 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.166 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Account deleted successfully: Entity{id={2, password123}}
19:35:22.170 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Adding a new client: Entity{id=null}
19:35:22.170 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.170 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.170 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.184 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - New client added successfully: Entity{id=195}
19:35:22.185 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.185 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.185 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.199 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Client deleted successfully: Entity{id=195}
19:35:22.201 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Adding a new client: Entity{id=null}
19:35:22.201 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.201 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.201 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.213 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - New client added successfully: Entity{id=196}
19:35:22.214 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.214 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.214 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.226 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Client found: Entity{id=196}
19:35:22.227 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.227 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.227 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.239 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Client deleted successfully: Entity{id=196}
19:35:22.241 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - Adding a new client: Entity{id=null}
19:35:22.241 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.242 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
19:35:22.242 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - pass: Asmodeus011235
19:35:22.255 [Test worker] INFO  o.p.t.R.DB_Repository.Repo_Client - New client added successfully: Entity{id=197}
19:35:22.256 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - trying to connect to database ... jdbc:postgresql://localhost:5432/test
19:35:22.256 [Test worker] INFO  o.p.travel_agency.Utility.DB_Utils - user: robert12
